team1_wins,team1_encoded,team2_encoded,team1_won_toss,toss_field,toss_decision_encoded,is_playoff,is_super_over,team1_win_rate,team2_win_rate,win_rate_diff,venue_match_count
Team1_Wins,9,11,1,0,0,0,0,0.552,0.455,0.097,73
Team2_Wins,10,1,0,0,0,0,0,0.267,0.582,-0.315,16
Team1_Wins,15,9,0,0,0,0,0,0.484,0.552,-0.068,49
Team1_Wins,3,7,0,0,0,0,0,0.46,0.522,-0.062,6
Team1_Wins,1,11,1,0,0,0,0,0.582,0.455,0.127,48
Team2_Wins,10,14,0,0,0,0,0,0.267,0.488,-0.221,16
Team1_Wins,7,12,0,0,0,0,0,0.522,0.511,0.011,77
Team1_Wins,15,3,0,0,0,0,0,0.484,0.46,0.024,49
Team1_Wins,9,1,1,0,0,0,0,0.552,0.582,-0.03,73
Team1_Wins,12,10,0,0,0,0,0,0.511,0.267,0.244,47
Team1_Wins,11,14,1,1,1,0,0,0.455,0.488,-0.033,35
Team1_Wins,12,3,0,0,0,0,0,0.511,0.46,0.051,47
Team1_Wins,9,7,1,0,0,0,0,0.552,0.522,0.03,73
Team2_Wins,15,1,1,1,1,0,0,0.484,0.582,-0.098,49
Team2_Wins,11,12,0,1,1,0,0,0.455,0.511,-0.056,35
Team2_Wins,10,7,0,0,0,0,0,0.267,0.522,-0.255,16
Team2_Wins,3,14,1,1,1,0,0,0.46,0.488,-0.028,59
Team2_Wins,10,9,1,0,0,0,0,0.267,0.552,-0.285,16
Team2_Wins,11,15,1,1,1,0,0,0.455,0.484,-0.029,35
Team1_Wins,7,14,1,1,1,0,0,0.522,0.488,0.034,7
Team1_Wins,12,1,1,1,1,0,0,0.511,0.582,-0.071,47
Team1_Wins,9,15,0,0,0,0,0,0.552,0.484,0.068,73
Team2_Wins,14,11,0,1,1,0,0,0.488,0.455,0.033,63
Team1_Wins,1,3,1,0,0,0,0,0.582,0.46,0.122,48
Team2_Wins,7,10,1,1,1,0,0,0.522,0.267,0.255,7
Team1_Wins,9,12,0,1,1,0,0,0.552,0.511,0.041,73
Team1_Wins,11,3,0,1,1,0,0,0.455,0.46,-0.005,9
Team1_Wins,15,12,1,0,0,0,0,0.484,0.511,-0.027,49
Team1_Wins,11,9,0,1,1,0,0,0.455,0.552,-0.097,9
Team1_Wins,14,1,0,1,1,0,0,0.488,0.582,-0.094,63
Team1_Wins,10,3,1,0,0,0,0,0.267,0.46,-0.193,16
Team1_Wins,15,7,0,0,0,0,0,0.484,0.522,-0.038,49
Team1_Wins,1,9,1,0,0,1,0,0.582,0.552,0.03,59
Team1_Wins,12,15,0,0,0,1,0,0.511,0.484,0.027,59
Team1_Wins,9,12,0,0,0,1,0,0.552,0.511,0.041,77
Team2_Wins,1,9,0,0,0,1,0,0.582,0.552,0.03,77
Team2_Wins,9,7,0,0,0,0,0,0.552,0.522,0.03,29
Team2_Wins,3,14,0,1,1,0,0,0.46,0.488,-0.028,28
Team2_Wins,1,11,1,0,0,0,0,0.582,0.455,0.127,29
Team2_Wins,15,12,0,1,1,0,0,0.484,0.511,-0.027,29
Team1_Wins,14,9,1,1,1,0,0,0.488,0.552,-0.064,46
Team2_Wins,7,3,1,0,0,0,0,0.522,0.46,0.062,46
Team2_Wins,12,11,0,1,1,0,0,0.511,0.455,0.056,28
Team1_Wins,1,3,1,0,0,0,0,0.582,0.46,0.122,29
Team1_Wins,11,15,0,1,1,0,0,0.455,0.484,-0.029,28
Team2_Wins,12,1,1,1,1,0,0,0.511,0.582,-0.071,46
Team2_Wins,14,7,1,1,1,0,0,0.488,0.522,-0.034,28
Team1_Wins,15,3,1,0,0,0,0,0.484,0.46,0.024,46
Team1_Wins,1,9,0,0,0,0,0,0.582,0.552,0.03,46
Team1_Wins,12,14,1,1,1,0,0,0.511,0.488,0.023,29
Team2_Wins,7,11,1,1,1,0,0,0.522,0.455,0.067,29
Team1_Wins,3,9,0,0,0,0,0,0.46,0.552,-0.092,28
Team2_Wins,15,1,1,0,0,0,0,0.484,0.582,-0.098,28
Team1_Wins,11,14,1,1,1,0,0,0.455,0.488,-0.033,46
Team2_Wins,7,12,0,0,0,0,1,0.522,0.511,0.011,29
Team2_Wins,9,15,1,1,1,0,0,0.552,0.484,0.068,46
Team1_Wins,1,7,1,0,0,0,0,0.582,0.522,0.06,7
Team1_Wins,9,11,0,0,0,0,0,0.552,0.455,0.097,73
Team2_Wins,3,12,0,1,1,0,0,0.46,0.511,-0.051,59
Team1_Wins,14,15,1,1,1,0,0,0.488,0.484,0.004,63
Team1_Wins,12,7,0,1,1,0,0,0.511,0.522,-0.011,12
Team2_Wins,3,1,0,1,1,0,0,0.46,0.582,-0.122,59
Team1_Wins,9,14,0,1,1,0,0,0.552,0.488,0.064,73
Team2_Wins,3,7,1,0,0,0,0,0.46,0.522,-0.062,59
Team1_Wins,11,1,0,1,1,0,0,0.455,0.582,-0.127,7
Team2_Wins,12,15,1,1,1,0,0,0.511,0.484,0.027,12
Team2_Wins,14,11,1,1,1,0,0,0.488,0.455,0.033,63
Team2_Wins,3,15,0,1,1,0,0,0.46,0.484,-0.024,59
Team2_Wins,9,1,0,1,1,0,0,0.552,0.582,-0.03,73
Team2_Wins,11,7,0,1,1,0,0,0.455,0.522,-0.067,7
Team2_Wins,14,12,1,0,0,0,0,0.488,0.511,-0.023,63
Team2_Wins,15,9,1,0,0,0,0,0.484,0.552,-0.068,49
Team1_Wins,1,12,0,0,0,0,0,0.582,0.511,0.071,7
Team1_Wins,14,3,0,1,1,0,0,0.488,0.46,0.028,63
Team2_Wins,15,11,0,1,1,0,0,0.484,0.455,0.029,49
Team1_Wins,7,9,1,1,1,0,0,0.522,0.552,-0.03,7
Team1_Wins,12,3,0,1,1,0,0,0.511,0.46,0.051,12
Team2_Wins,1,14,1,0,0,0,0,0.582,0.488,0.094,7
Team2_Wins,15,7,1,0,0,0,0,0.484,0.522,-0.038,49
Team2_Wins,12,9,0,0,0,0,0,0.511,0.552,-0.041,12
Team2_Wins,3,11,0,1,1,0,0,0.46,0.455,0.005,59
Team1_Wins,15,14,0,0,0,0,0,0.484,0.488,-0.004,49
Team1_Wins,7,1,1,1,1,0,0,0.522,0.582,-0.06,77
Team2_Wins,11,9,0,1,1,0,0,0.455,0.552,-0.097,35
Team1_Wins,7,14,0,1,1,0,0,0.522,0.488,0.034,77
Team2_Wins,1,15,0,1,1,0,0,0.582,0.484,0.098,7
Team1_Wins,9,3,0,1,1,0,0,0.552,0.46,0.092,73
Team1_Wins,11,12,0,1,1,0,0,0.455,0.511,-0.056,35
Team2_Wins,14,1,0,1,1,0,0,0.488,0.582,-0.094,63
Team1_Wins,7,15,1,1,1,0,0,0.522,0.484,0.038,77
Team1_Wins,11,3,1,1,1,0,0,0.455,0.46,-0.005,35
Team1_Wins,9,12,1,1,1,0,0,0.552,0.511,0.041,73
Team2_Wins,11,7,1,1,1,1,0,0.455,0.522,-0.067,77
Team1_Wins,1,9,1,1,1,1,0,0.582,0.552,0.03,10
Team2_Wins,1,11,1,1,1,1,0,0.582,0.455,0.127,73
Team1_Wins,7,11,1,1,1,1,0,0.522,0.455,0.067,63
Team1_Wins,7,9,1,1,1,0,0,0.522,0.552,-0.03,77
Team1_Wins,1,3,0,1,1,0,0,0.582,0.46,0.122,48
Team2_Wins,11,12,1,1,1,0,0,0.455,0.511,-0.056,22
Team1_Wins,1,15,1,0,0,0,0,0.582,0.484,0.098,48
Team2_Wins,7,14,0,1,1,0,0,0.522,0.488,0.034,77
Team2_Wins,3,12,0,1,1,0,0,0.46,0.511,-0.051,59
Team2_Wins,9,11,1,1,1,0,0,0.552,0.455,0.097,73
Team2_Wins,14,15,0,1,1,0,0,0.488,0.484,0.004,63
Team1_Wins,12,9,0,0,0,0,0,0.511,0.552,-0.041,12
Team2_Wins,11,3,1,0,0,0,0,0.455,0.46,-0.005,22
Team2_Wins,15,12,0,1,1,0,0,0.484,0.511,-0.027,13
Team2_Wins,9,1,1,0,0,0,0,0.552,0.582,-0.03,73
Team2_Wins,15,3,0,0,0,0,0,0.484,0.46,0.024,13
Team2_Wins,11,7,0,1,1,0,0,0.455,0.522,-0.067,22
Team1_Wins,12,1,0,0,0,0,0,0.511,0.582,-0.071,12
Team2_Wins,14,9,1,1,1,0,0,0.488,0.552,-0.064,63
Team2_Wins,3,7,0,1,1,0,0,0.46,0.522,-0.062,59
Team2_Wins,12,11,0,1,1,0,1,0.511,0.455,0.056,12
Team1_Wins,15,7,0,1,1,0,0,0.484,0.522,-0.038,13
Team2_Wins,14,1,1,1,1,0,0,0.488,0.582,-0.094,63
Team1_Wins,3,9,0,1,1,0,0,0.46,0.552,-0.092,59
Team2_Wins,12,14,0,1,1,0,0,0.511,0.488,0.023,12
Team1_Wins,9,15,1,0,0,0,0,0.552,0.484,0.068,73
Team1_Wins,1,11,1,0,0,0,0,0.582,0.455,0.127,48
Team2_Wins,3,14,0,1,1,0,0,0.46,0.488,-0.028,59
Team2_Wins,11,15,1,1,1,0,0,0.455,0.484,-0.029,35
Team1_Wins,1,7,0,1,1,0,0,0.582,0.522,0.06,48
Team1_Wins,7,1,1,1,1,0,0,0.522,0.582,-0.06,77
Team1_Wins,3,11,1,1,1,0,0,0.46,0.455,0.005,59
Team1_Wins,9,12,0,1,1,0,0,0.552,0.511,0.041,73
Team1_Wins,14,7,1,1,1,0,0,0.488,0.522,-0.034,63
Team1_Wins,15,1,0,1,1,0,0,0.484,0.582,-0.098,49
Team2_Wins,11,9,0,0,0,0,0,0.455,0.552,-0.097,35
Team1_Wins,12,3,0,1,1,0,0,0.511,0.46,0.051,10
Team1_Wins,1,14,1,0,0,0,0,0.582,0.488,0.094,48
Team1_Wins,7,15,0,1,1,0,0,0.522,0.484,0.038,77
Team1_Wins,9,3,0,0,0,0,0,0.552,0.46,0.092,73
Team1_Wins,14,11,0,1,1,0,0,0.488,0.455,0.033,63
Team1_Wins,7,3,1,0,0,0,0,0.522,0.46,0.062,77
Team2_Wins,12,15,1,1,1,0,0,0.511,0.484,0.027,10
Team2_Wins,1,9,1,0,0,0,0,0.582,0.552,0.03,48
Team1_Wins,7,11,0,0,0,0,0,0.522,0.455,0.067,77
Team2_Wins,3,15,0,0,0,0,0,0.46,0.484,-0.024,6
Team2_Wins,9,14,0,0,0,0,0,0.552,0.488,0.064,73
Team1_Wins,1,12,1,0,0,0,0,0.582,0.511,0.071,48
Team1_Wins,15,11,1,0,0,0,0,0.484,0.455,0.029,49
Team1_Wins,3,1,0,0,0,0,0,0.46,0.582,-0.122,6
Team1_Wins,11,14,0,1,1,0,0,0.455,0.488,-0.033,35
Team1_Wins,9,7,0,1,1,0,0,0.552,0.522,0.03,73
Team2_Wins,15,14,1,0,0,0,0,0.484,0.488,-0.004,49
Team2_Wins,11,1,1,0,0,0,0,0.455,0.582,-0.127,35
Team1_Wins,12,7,1,0,0,0,0,0.511,0.522,-0.011,10
Team2_Wins,15,9,1,0,0,0,0,0.484,0.552,-0.068,49
Team2_Wins,1,9,0,0,0,1,0,0.582,0.552,0.03,73
Team1_Wins,14,12,1,0,0,1,0,0.488,0.511,-0.023,22
Team1_Wins,1,14,1,1,1,1,0,0.582,0.488,0.094,7
Team1_Wins,9,1,0,1,1,1,0,0.552,0.582,-0.03,77
Team2_Wins,9,13,1,0,0,0,0,0.552,0.5,0.052,73
Team1_Wins,7,3,1,1,1,0,0,0.522,0.46,0.062,77
Team2_Wins,11,4,0,1,1,0,0,0.455,0.433,0.022,11
Team1_Wins,14,15,0,1,1,0,0,0.488,0.484,0.004,63
Team2_Wins,7,9,0,1,1,0,0,0.522,0.552,-0.03,77
Team1_Wins,4,13,0,0,0,0,0,0.433,0.5,-0.067,10
Team1_Wins,3,11,1,1,1,0,0,0.46,0.455,0.005,59
Team2_Wins,15,7,1,0,0,0,0,0.484,0.522,-0.038,49
Team2_Wins,9,4,0,1,1,0,0,0.552,0.433,0.119,73
Team1_Wins,11,13,0,0,0,0,0,0.455,0.5,-0.045,11
Team2_Wins,14,3,0,1,1,0,0,0.488,0.46,0.028,63
Team1_Wins,15,9,1,1,1,0,0,0.484,0.552,-0.068,49
Team2_Wins,11,7,0,1,1,0,0,0.455,0.522,-0.067,11
Team1_Wins,9,14,1,1,1,0,0,0.552,0.488,0.064,73
Team2_Wins,4,15,0,1,1,0,0,0.433,0.484,-0.051,10
Team2_Wins,13,14,1,1,1,0,0,0.5,0.488,0.012,22
Team1_Wins,3,9,0,1,1,0,0,0.46,0.552,-0.092,59
Team1_Wins,15,11,1,1,1,0,0,0.484,0.455,0.029,49
Team1_Wins,4,14,0,0,0,0,0,0.433,0.488,-0.055,10
Team2_Wins,13,7,0,1,1,0,0,0.5,0.522,-0.022,22
Team2_Wins,11,9,1,1,1,0,0,0.455,0.552,-0.097,11
Team2_Wins,15,13,0,1,1,0,0,0.484,0.5,-0.016,49
Team2_Wins,3,4,1,1,1,0,0,0.46,0.433,0.027,59
Team1_Wins,9,7,1,1,1,0,0,0.552,0.522,0.03,73
Team2_Wins,13,4,0,1,1,0,0,0.5,0.433,0.067,22
Team1_Wins,3,7,0,1,1,0,0,0.46,0.522,-0.062,59
Team1_Wins,15,14,0,1,1,0,0,0.484,0.488,-0.004,49
Team2_Wins,4,11,1,1,1,0,0,0.433,0.455,-0.022,10
Team2_Wins,13,9,0,1,1,0,0,0.5,0.552,-0.052,22
Team2_Wins,14,7,0,1,1,0,0,0.488,0.522,-0.034,63
Team2_Wins,4,3,0,1,1,0,0,0.433,0.46,-0.027,10
Team1_Wins,7,11,0,1,1,0,0,0.522,0.455,0.067,77
Team2_Wins,3,13,0,1,1,0,0,0.46,0.5,-0.04,59
Team1_Wins,15,4,1,1,1,0,0,0.484,0.433,0.051,49
Team1_Wins,14,13,1,1,1,0,0,0.488,0.5,-0.012,63
Team1_Wins,11,3,0,1,1,0,0,0.455,0.46,-0.005,11
Team2_Wins,9,15,1,1,1,0,0,0.552,0.484,0.068,13
Team2_Wins,7,4,0,1,1,0,0,0.522,0.433,0.089,77
Team2_Wins,11,14,1,1,1,0,0,0.455,0.488,-0.033,11
Team2_Wins,13,15,0,0,0,0,0,0.5,0.484,0.016,13
Team2_Wins,14,9,0,1,1,0,0,0.488,0.552,-0.064,63
Team2_Wins,15,3,0,1,1,0,0,0.484,0.46,0.024,49
Team2_Wins,9,11,1,0,0,0,0,0.552,0.455,0.097,13
Team1_Wins,14,4,0,1,1,0,0,0.488,0.433,0.055,63
Team1_Wins,7,13,0,0,0,0,0,0.522,0.5,0.022,77
Team2_Wins,11,15,1,0,0,0,0,0.455,0.484,-0.029,11
Team1_Wins,9,3,0,1,1,0,0,0.552,0.46,0.092,13
Team2_Wins,7,14,0,1,1,0,0,0.522,0.488,0.034,77
Team1_Wins,13,3,1,1,1,0,0,0.5,0.46,0.04,13
Team1_Wins,14,11,0,1,1,0,0,0.488,0.455,0.033,63
Team1_Wins,4,7,1,1,1,0,0,0.433,0.522,-0.089,4
Team1_Wins,3,15,1,1,1,0,0,0.46,0.484,-0.024,6
Team1_Wins,13,11,0,0,0,0,0,0.5,0.455,0.045,13
Team1_Wins,4,9,1,1,1,0,0,0.433,0.552,-0.119,4
Team1_Wins,7,15,0,1,1,0,0,0.522,0.484,0.038,77
Team2_Wins,3,14,0,1,1,0,0,0.46,0.488,-0.028,6
Team2_Wins,4,14,0,1,1,1,0,0.433,0.488,-0.055,63
Team1_Wins,15,7,0,1,1,0,0,0.484,0.522,-0.038,59
Team2_Wins,4,15,0,1,1,1,0,0.433,0.484,-0.051,59
Team2_Wins,14,15,0,0,0,1,0,0.488,0.484,0.004,63
Team1_Wins,15,14,0,1,1,0,0,0.484,0.488,-0.004,49
Team1_Wins,13,9,1,1,1,0,0,0.5,0.552,-0.052,22
Team2_Wins,4,7,0,1,1,0,0,0.433,0.522,-0.089,10
Team1_Wins,11,13,1,1,1,0,0,0.455,0.5,-0.045,9
Team1_Wins,14,3,1,0,0,0,0,0.488,0.46,0.028,14
Team1_Wins,15,4,1,1,1,0,0,0.484,0.433,0.051,49
Team1_Wins,9,7,1,1,1,0,0,0.552,0.522,0.03,73
Team1_Wins,11,14,0,0,0,0,0,0.455,0.488,-0.033,9
Team2_Wins,13,3,1,1,1,0,0,0.5,0.46,0.04,22
Team1_Wins,9,15,1,1,1,0,0,0.552,0.484,0.068,73
Team1_Wins,7,11,1,1,1,0,0,0.522,0.455,0.067,77
Team2_Wins,14,9,0,1,1,0,0,0.488,0.552,-0.064,63
Team1_Wins,4,13,1,1,1,0,0,0.433,0.5,-0.067,10
Team1_Wins,7,15,0,1,1,0,0,0.522,0.484,0.038,77
Team1_Wins,3,11,1,0,0,0,0,0.46,0.455,0.005,59
Team1_Wins,9,4,1,1,1,0,0,0.552,0.433,0.119,73
Team2_Wins,14,13,1,1,1,0,0,0.488,0.5,-0.012,63
Team2_Wins,3,7,1,0,0,0,0,0.46,0.522,-0.062,59
Team1_Wins,15,11,0,1,1,0,0,0.484,0.455,0.029,49
Team2_Wins,4,14,1,1,1,0,0,0.433,0.488,-0.055,10
Team1_Wins,15,3,1,0,0,0,0,0.484,0.46,0.024,49
Team2_Wins,11,9,0,1,1,0,0,0.455,0.552,-0.097,9
Team2_Wins,7,4,0,1,1,0,0,0.522,0.433,0.089,77
Team1_Wins,9,3,0,1,1,0,0,0.552,0.46,0.092,73
Team1_Wins,13,15,1,1,1,0,0,0.5,0.484,0.016,22
Team2_Wins,4,11,1,1,1,0,0,0.433,0.455,-0.022,10
Team1_Wins,7,14,0,1,1,0,0,0.522,0.488,0.034,77
Team2_Wins,9,13,1,1,1,0,0,0.552,0.5,0.052,73
Team2_Wins,13,7,0,1,1,0,0,0.5,0.522,-0.022,22
Team2_Wins,14,4,0,1,1,0,0,0.488,0.433,0.055,63
Team1_Wins,7,3,1,1,1,0,0,0.522,0.46,0.062,77
Team2_Wins,11,15,1,1,1,0,0,0.455,0.484,-0.029,11
Team1_Wins,13,14,0,1,1,0,0,0.5,0.488,0.012,22
Team2_Wins,4,9,1,0,0,0,1,0.433,0.552,-0.119,10
Team1_Wins,11,3,1,1,1,0,0,0.455,0.46,-0.005,11
Team1_Wins,15,7,0,1,1,0,0,0.484,0.522,-0.038,49
Team1_Wins,9,14,0,0,0,0,0,0.552,0.488,0.064,73
Team1_Wins,13,4,1,1,1,0,0,0.5,0.433,0.067,22
Team1_Wins,3,15,1,1,1,0,0,0.46,0.484,-0.024,59
Team2_Wins,7,13,0,1,1,0,0,0.522,0.5,0.022,77
Team1_Wins,3,4,1,1,1,0,0,0.46,0.433,0.027,59
Team2_Wins,14,11,1,1,1,0,0,0.488,0.455,0.033,63
Team2_Wins,15,13,1,1,1,0,0,0.484,0.5,-0.016,49
Team2_Wins,3,9,1,1,1,0,0,0.46,0.552,-0.092,59
Team2_Wins,14,7,0,1,1,0,0,0.488,0.522,-0.034,63
Team2_Wins,11,4,0,1,1,0,0,0.455,0.433,0.022,11
Team1_Wins,15,9,0,0,0,0,0,0.484,0.552,-0.068,49
Team1_Wins,11,7,0,1,1,0,0,0.455,0.522,-0.067,11
Team2_Wins,4,3,0,1,1,0,0,0.433,0.46,-0.027,4
Team2_Wins,9,11,1,1,1,0,0,0.552,0.455,0.097,73
Team1_Wins,3,13,1,0,0,0,0,0.46,0.5,-0.04,59
Team2_Wins,4,15,0,1,1,0,0,0.433,0.484,-0.051,4
Team2_Wins,7,9,1,1,1,0,0,0.522,0.552,-0.03,77
Team1_Wins,13,11,1,1,1,0,0,0.5,0.455,0.045,22
Team2_Wins,3,14,0,0,0,0,0,0.46,0.488,-0.028,59
Team2_Wins,9,13,1,1,1,1,0,0.552,0.5,0.052,73
Team2_Wins,15,7,0,1,1,1,0,0.484,0.522,-0.038,63
Team1_Wins,9,7,1,1,1,1,0,0.552,0.522,0.03,63
Team1_Wins,9,13,1,0,0,1,0,0.552,0.5,0.052,49
Team2_Wins,9,1,0,1,1,0,0,0.552,0.582,-0.03,73
Team2_Wins,3,11,0,1,1,0,0,0.46,0.455,0.005,10
Team2_Wins,14,7,0,1,1,0,0,0.488,0.522,-0.034,77
Team2_Wins,12,15,0,1,1,0,0,0.511,0.484,0.027,15
Team2_Wins,7,1,0,1,1,0,0,0.522,0.582,-0.06,9
Team1_Wins,12,3,0,1,1,0,0,0.511,0.46,0.051,47
Team2_Wins,9,15,0,1,1,0,0,0.552,0.484,0.068,15
Team2_Wins,11,14,0,1,1,0,0,0.455,0.488,-0.033,14
Team2_Wins,9,3,0,1,1,0,0,0.552,0.46,0.092,73
Team2_Wins,7,15,0,1,1,0,0,0.522,0.484,0.038,77
Team1_Wins,12,14,0,1,1,0,0,0.511,0.488,0.023,14
Team1_Wins,11,1,0,1,1,0,0,0.455,0.582,-0.127,10
Team1_Wins,7,3,0,1,1,0,0,0.522,0.46,0.062,77
Team1_Wins,9,14,0,1,1,0,0,0.552,0.488,0.064,73
Team2_Wins,12,7,0,1,1,0,0,0.511,0.522,-0.011,47
Team1_Wins,11,15,1,0,0,0,0,0.455,0.484,-0.029,10
Team1_Wins,1,12,0,1,1,0,0,0.582,0.511,0.071,22
Team2_Wins,7,11,0,1,1,0,0,0.522,0.455,0.067,77
Team2_Wins,3,14,0,1,1,0,0,0.46,0.488,-0.028,14
Team1_Wins,1,15,0,1,1,0,0,0.582,0.484,0.098,15
Team2_Wins,9,12,1,0,0,0,0,0.552,0.511,0.041,47
Team1_Wins,11,3,0,1,1,0,0,0.455,0.46,-0.005,14
Team1_Wins,15,9,0,1,1,0,0,0.484,0.552,-0.068,73
Team2_Wins,14,1,0,1,1,0,0,0.488,0.582,-0.094,14
Team1_Wins,15,11,0,1,1,0,0,0.484,0.455,0.029,15
Team1_Wins,3,7,0,1,1,0,0,0.46,0.522,-0.062,14
Team2_Wins,1,9,0,1,1,0,0,0.582,0.552,0.03,22
Team1_Wins,15,12,1,0,0,0,0,0.484,0.511,-0.027,47
Team2_Wins,14,7,0,1,1,0,0,0.488,0.522,-0.034,14
Team1_Wins,1,3,0,1,1,0,0,0.582,0.46,0.122,22
Team1_Wins,14,9,0,1,1,0,0,0.488,0.552,-0.064,14
Team1_Wins,3,12,0,1,1,0,0,0.46,0.511,-0.051,14
Team2_Wins,1,7,0,1,1,0,0,0.582,0.522,0.06,77
Team2_Wins,11,9,0,1,1,0,0,0.455,0.552,-0.097,9
Team2_Wins,14,1,0,1,1,0,0,0.488,0.582,-0.094,22
Team2_Wins,3,15,1,0,0,0,0,0.46,0.484,-0.024,15
Team1_Wins,9,7,0,1,1,0,0,0.552,0.522,0.03,73
Team2_Wins,12,11,0,1,1,0,0,0.511,0.455,0.056,9
Team1_Wins,15,14,0,1,1,0,0,0.484,0.488,-0.004,15
Team1_Wins,12,11,1,0,0,0,0,0.511,0.455,0.056,47
Team1_Wins,9,7,0,1,1,0,0,0.552,0.522,0.03,77
Team2_Wins,3,15,1,0,0,0,0,0.46,0.484,-0.024,14
Team2_Wins,1,12,1,0,0,0,0,0.582,0.511,0.071,47
Team1_Wins,7,11,0,1,1,0,0,0.522,0.455,0.067,9
Team2_Wins,3,14,0,1,1,0,0,0.46,0.488,-0.028,14
Team2_Wins,15,1,0,1,1,0,0,0.484,0.582,-0.098,22
Team2_Wins,9,12,0,1,1,0,0,0.552,0.511,0.041,73
Team2_Wins,11,14,0,1,1,0,0,0.455,0.488,-0.033,9
Team2_Wins,12,7,0,1,1,0,0,0.511,0.522,-0.011,77
Team1_Wins,9,11,0,1,1,0,0,0.552,0.455,0.097,73
Team1_Wins,14,15,0,1,1,0,0,0.488,0.484,0.004,14
Team1_Wins,3,1,0,1,1,0,0,0.46,0.582,-0.122,14
Team1_Wins,12,14,1,0,0,0,0,0.511,0.488,0.023,47
Team2_Wins,15,7,1,0,0,0,0,0.484,0.522,-0.038,15
Team1_Wins,3,9,1,0,0,0,0,0.46,0.552,-0.092,14
Team2_Wins,11,1,0,1,1,0,0,0.455,0.582,-0.127,22
Team2_Wins,15,1,0,1,1,1,0,0.484,0.582,-0.098,73
Team1_Wins,7,12,0,1,1,1,0,0.522,0.511,0.011,77
Team1_Wins,15,7,0,1,1,1,0,0.484,0.522,-0.038,77
Team2_Wins,15,1,0,1,1,1,0,0.484,0.582,-0.098,73
Team2_Wins,14,1,0,1,1,0,0,0.488,0.582,-0.094,9
Team2_Wins,15,7,0,1,1,0,0,0.484,0.522,-0.038,77
Team1_Wins,3,9,0,1,1,0,0,0.46,0.552,-0.092,73
Team1_Wins,11,12,0,1,1,0,0,0.455,0.511,-0.056,47
Team2_Wins,3,1,1,0,0,0,0,0.46,0.582,-0.122,14
Team1_Wins,7,11,0,1,1,0,0,0.522,0.455,0.067,77
Team1_Wins,9,14,0,1,1,0,0,0.552,0.488,0.064,14
Team2_Wins,12,15,1,0,0,0,0,0.511,0.484,0.027,15
Team2_Wins,9,11,0,1,1,0,0,0.552,0.455,0.097,10
Team2_Wins,7,3,0,1,1,0,1,0.522,0.46,0.062,14
Team1_Wins,15,14,0,1,1,0,0,0.484,0.488,-0.004,15
Team1_Wins,1,12,0,1,1,0,0,0.582,0.511,0.071,9
Team1_Wins,11,3,0,1,1,0,0,0.455,0.46,-0.005,10
Team2_Wins,14,12,0,1,1,0,0,0.488,0.511,-0.023,47
Team1_Wins,9,1,0,1,1,0,0,0.552,0.582,-0.03,73
Team2_Wins,3,15,0,1,1,0,0,0.46,0.484,-0.024,14
Team2_Wins,14,7,0,1,1,0,0,0.488,0.522,-0.034,14
Team1_Wins,1,11,1,0,0,0,0,0.582,0.455,0.127,9
Team1_Wins,9,15,0,1,1,0,0,0.552,0.484,0.068,15
Team2_Wins,14,3,0,1,1,0,0,0.488,0.46,0.028,14
Team2_Wins,12,7,0,1,1,0,0,0.511,0.522,-0.011,47
Team2_Wins,15,11,0,1,1,0,0,0.484,0.455,0.029,10
Team2_Wins,7,1,0,1,1,0,0,0.522,0.582,-0.06,9
Team2_Wins,11,9,0,1,1,0,0,0.455,0.552,-0.097,73
Team2_Wins,12,1,0,1,1,0,0,0.511,0.582,-0.071,47
Team2_Wins,7,3,0,1,1,0,0,0.522,0.46,0.062,77
Team2_Wins,9,12,0,1,1,0,0,0.552,0.511,0.041,73
Team2_Wins,11,14,0,1,1,0,0,0.455,0.488,-0.033,10
Team2_Wins,7,1,0,1,1,0,0,0.522,0.582,-0.06,77
Team1_Wins,3,15,0,1,1,0,0,0.46,0.484,-0.024,15
Team2_Wins,14,9,0,1,1,0,0,0.488,0.552,-0.064,73
Team1_Wins,11,12,0,1,1,0,0,0.455,0.511,-0.056,10
